48.757	969.267
50.718	971.667
52.679	974.067
54.639	976.733
56.598	981.067
58.557	985.533
60.516	990.267
62.475	996.000
64.433	999.000
66.390	1001.800
68.347	1004.600
70.304	1009.400
72.261	1012.067
74.216	1015.267
76.172	1017.533
78.127	1016.533
80.082	1019.867
82.036	1020.133
83.990	1019.067
85.944	1021.600
87.897	1018.667
89.849	1020.333
91.802	1019.533
93.753	1025.267
95.705	1025.333
97.656	1023.400
99.607	1023.067
101.557	1020.933
103.507	1022.267
105.456	1024.000
107.405	1026.867
109.354	1024.067
111.302	1024.467
113.250	1022.400
115.197	1020.000
117.144	1018.400
119.091	1015.533
121.037	1023.867
122.983	1019.267
124.928	1020.867
126.873	1025.800
128.817	1023.133
130.761	1020.667
132.705	1020.400
134.649	1021.000
136.591	1022.667
138.534	1019.467
140.476	1023.533
142.418	1026.533
144.359	1023.933
146.300	1026.667
148.241	1025.267
150.181	1021.933
152.120	1024.733
154.060	1019.667
155.998	1023.667
157.937	1025.000
159.875	1024.000
161.813	1023.333
163.750	1024.933
165.687	1023.533
167.623	1022.000
169.559	1022.467
171.495	1027.533
173.430	1024.267
175.365	1029.000
177.300	1024.467
179.234	1028.933
181.167	1027.333
183.101	1025.467
185.033	1025.400
186.966	1026.667
188.898	1029.067
190.830	1028.800
192.761	1031.933
194.692	1028.733
196.622	1031.267
198.552	1036.333
200.482	1034.267
202.411	1040.600
204.340	1036.733
206.268	1042.200
208.196	1045.333
210.124	1053.800
212.051	1064.000
213.978	1081.400
215.904	1111.067
217.830	1161.533
219.756	1222.800
221.681	1287.667
223.606	1303.267
225.531	1277.600
227.455	1223.733
229.378	1160.200
231.301	1113.800
233.224	1095.533
235.147	1082.400
237.069	1079.200
238.990	1089.467
240.912	1090.467
242.833	1091.467
244.753	1087.267
246.673	1074.333
248.593	1066.200
250.512	1061.267
252.431	1055.933
254.349	1047.400
256.267	1051.467
258.185	1048.867
260.102	1049.133
262.019	1051.000
263.936	1055.067
265.852	1057.200
267.767	1060.667
269.683	1058.533
271.598	1064.867
273.512	1074.200
275.426	1086.333
277.340	1096.000
279.253	1109.800
281.166	1130.933
283.079	1160.733
284.991	1200.800
286.903	1244.667
288.814	1272.600
290.725	1278.733
292.635	1285.267
294.545	1258.333
296.455	1238.667
298.365	1206.400
300.274	1181.867
302.182	1150.600
304.090	1128.533
305.998	1107.267
307.906	1093.733
309.812	1078.267
311.719	1070.267
313.625	1064.933
315.531	1058.333
317.437	1051.800
319.342	1047.867
321.246	1047.533
323.150	1040.733
325.054	1043.600
326.958	1042.467
328.861	1040.467
330.764	1041.933
332.666	1036.400
334.568	1035.533
336.469	1038.933
338.370	1037.733
340.271	1037.267
342.171	1037.600
344.071	1037.667
345.971	1036.467
347.870	1038.133
349.769	1036.667
351.667	1037.933
353.565	1035.133
355.463	1038.333
357.360	1037.133
359.257	1035.533
361.153	1038.067
363.049	1040.467
364.945	1040.000
366.840	1036.467
368.735	1042.267
370.629	1043.800
372.523	1045.800
374.417	1048.533
376.310	1051.067
378.203	1047.667
380.096	1052.933
381.988	1053.333
383.880	1057.867
385.771	1057.533
387.662	1065.800
389.553	1065.800
391.443	1076.800
393.333	1086.733
395.222	1095.400
397.111	1108.133
399.000	1118.200
400.888	1135.067
402.776	1150.333
404.663	1159.000
406.550	1177.333
408.437	1169.400
410.323	1159.067
412.209	1144.200
414.095	1128.867
415.980	1110.667
417.865	1093.867
419.749	1085.000
421.633	1071.267
423.517	1069.867
425.400	1058.067
427.283	1056.733
429.165	1052.667
431.047	1048.800
432.929	1051.533
434.810	1042.867
436.691	1040.933
438.571	1043.467
440.452	1041.733
442.331	1045.600
444.211	1043.000
446.090	1042.467
447.968	1043.000
449.846	1042.733
451.724	1043.000
453.602	1037.667
455.479	1042.133
457.355	1042.867
459.232	1039.533
461.108	1039.467
462.983	1041.600
464.858	1044.533
466.733	1046.533
468.607	1043.267
470.481	1046.133
472.355	1043.533
474.228	1049.667
476.101	1045.733
477.973	1051.333
479.845	1049.467
481.717	1054.400
483.588	1056.133
485.459	1059.933
487.330	1062.267
489.200	1063.400
491.070	1068.733
492.939	1075.267
494.808	1071.667
496.677	1075.000
498.545	1072.667
500.413	1071.200
502.280	1067.000
504.147	1067.800
506.014	1057.600
507.880	1062.000
509.746	1057.867
511.612	1054.267
513.477	1050.000
515.342	1050.333
517.206	1046.600
519.070	1047.133
520.934	1044.933
522.797	1046.467
524.660	1043.933
526.523	1040.600
528.385	1042.600
530.247	1042.600
532.108	1042.933
533.969	1042.867
535.830	1048.800
537.690	1045.000
539.550	1042.800
541.409	1047.800
543.268	1045.067
545.127	1044.067
546.985	1047.133
548.843	1048.933
550.701	1043.200
552.558	1040.867
554.415	1046.133
556.272	1048.067
558.128	1051.067
559.983	1051.600
561.839	1051.467
563.694	1052.200
565.548	1051.933
567.402	1050.600
569.256	1050.933
571.110	1050.733
572.963	1051.800
574.815	1050.933
576.668	1049.800
578.520	1054.133
580.371	1057.267
582.222	1050.733
584.073	1057.200
585.924	1053.867
587.774	1059.400
589.623	1061.467
591.473	1058.333
593.321	1065.800
595.170	1067.200
597.018	1067.733
598.866	1078.533
600.713	1083.933
602.560	1092.267
604.407	1099.267
606.253	1097.600
608.099	1104.733
609.945	1108.267
611.790	1098.867
613.635	1098.400
615.479	1094.200
617.323	1090.267
619.167	1090.667
621.010	1083.333
622.853	1080.200
624.696	1085.667
626.538	1074.000
628.380	1076.333
630.221	1075.800
632.062	1073.800
633.903	1073.733
635.743	1077.533
637.583	1078.133
639.423	1080.600
641.262	1083.533
643.101	1085.867
644.939	1084.133
646.777	1087.400
648.615	1091.800
650.452	1091.933
652.289	1093.800
654.126	1092.333
655.962	1101.600
657.798	1098.533
659.633	1095.800
661.468	1096.467
663.303	1089.267
665.137	1094.267
666.971	1090.133
668.805	1083.667
670.638	1081.867
672.471	1081.333
674.304	1081.600
676.136	1078.200
677.968	1077.200
679.799	1076.067
681.630	1071.933
683.461	1069.867
685.291	1066.067
687.121	1069.467
688.950	1066.600
690.779	1065.800
692.608	1071.867
694.437	1065.867
696.265	1062.467
698.092	1062.067
699.920	1062.467
701.747	1061.667
703.573	1063.200
705.400	1058.800
707.225	1059.667
709.051	1057.533
710.876	1058.333
712.701	1056.933
714.525	1055.800
716.349	1058.067
718.173	1055.133
719.996	1050.467
721.819	1055.000
723.641	1051.067
725.463	1048.467
727.285	1053.067
729.107	1053.000
730.928	1048.267
732.748	1050.600
734.569	1046.867
736.389	1048.000
738.208	1048.933
740.028	1050.467
741.846	1047.067
743.665	1049.933
745.483	1047.000
747.301	1046.333
749.118	1045.733
750.935	1046.400
752.752	1045.933
754.568	1045.133
756.384	1045.600
758.200	1045.400
760.015	1042.200
761.830	1045.467
763.644	1043.400
765.458	1046.467
767.272	1044.000
769.085	1048.267
770.898	1044.400
772.711	1040.467
774.523	1047.267
776.335	1043.133
778.147	1041.933
779.958	1043.800
781.769	1047.067
783.579	1049.467
785.389	1050.733
787.199	1048.133
789.008	1049.933
790.817	1048.867
792.626	1047.133
794.434	1053.400
796.242	1053.467
798.050	1050.400
799.857	1052.133
801.664	1054.733
